,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
487117,20428121,2013-09-03,Appeals Court (Turkey),"Government,Judicial",Turkey,Make statement,10,0.0,Turkey,,Turkey,27720551,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487118,20428122,2013-09-03,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make an appeal or request,20,3.0,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27720551,6,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487134,20428139,2013-09-03,Other Authorities / Officials (Turkey),Government,Turkey,Sign formal agreement,57,8.0,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,27720599,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487135,20428138,2013-09-03,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,Sign formal agreement,57,8.0,Other Authorities / Officials (Turkey),Government,Turkey,27720599,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487136,20428141,2013-09-03,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Accuse,112,-2.0,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",,27720600,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-03
487137,20428140,2013-09-03,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",,27720600,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-03
487138,20428142,2013-09-03,Abdullah Gül,"Executive,Elite,Executive Office,Government",Turkey,Make statement,10,0.0,Barack Obama,"Parties,(National) Major Party,Executive,Ideological,Center Left,Executive Office,Government",United States,27720601,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487139,20428143,2013-09-03,Abdullah Gül,"Executive,Elite,Executive Office,Government",Turkey,Make statement,10,0.0,Syria,,Syria,27720601,6,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487140,20428144,2013-09-03,Military (Turkey),"Government,Military",Turkey,Reduce relations,160,-4.0,Military Personnel (Turkey),"Government,Military",Turkey,27720603,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487141,20428145,2013-09-03,Turkish Armed Forces,"Government,Military",Turkey,Reduce relations,160,-4.0,Military Personnel (Turkey),"Government,Military",Turkey,27720603,6,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
487173,20428186,2013-09-03,Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,27720658,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487174,20428179,2013-09-03,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Consult,40,1.0,Military Personnel (Turkey),"Government,Military",Turkey,27720658,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487175,20428182,2013-09-03,Military (Turkey),"Government,Military",Turkey,Consult,40,1.0,Military Personnel (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487176,20428184,2013-09-03,Military (Turkey),"Government,Military",Turkey,Consult,40,1.0,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487177,20428180,2013-09-03,Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,Military (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487178,20428185,2013-09-03,Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487179,20428181,2013-09-03,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,Military (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487180,20428183,2013-09-03,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,Military Personnel (Turkey),"Government,Military",Turkey,27720658,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487181,20428187,2013-09-03,Yeni Şafak,"Print News,Social,News,Media",Turkey,Apologize,55,7.0,Professor (United States),"Social,Education",United States,27720660,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-03
488244,20431367,2013-09-03,Party Member (Turkey),Parties,Turkey,Praise or endorse,51,3.4,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,27791172,1,Reuters News,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
489019,20434403,2013-09-04,Turkey,,Turkey,Make an appeal or request,20,3.0,Unidentified State Actor,,,27786078,1,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-09-04
489148,20434567,2013-09-04,Citizen (Germany),"General Population / Civilian / Social,Social",Germany,Make a visit,42,1.9,Turkey,,Turkey,27786406,6,United News of Bangladesh Limited,Harem,,Diyarbakir,Turkey,37.8603,40.2205,2013-09-04
489149,20434568,2013-09-04,Turkey,,Turkey,Host a visit,43,2.8,Citizen (Germany),"General Population / Civilian / Social,Social",Germany,27786406,6,United News of Bangladesh Limited,Harem,,Diyarbakir,Turkey,37.8603,40.2205,2013-09-04
489169,20434589,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Turkey,,Turkey,27786436,4,BBC Monitoring Newsfile,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489245,20434683,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Criticize or denounce,111,-2.0,Vladimir Putin,"Executive Office,Government,Executive,Ideological,Center Right,Elite,(National) Major Party,Parties",Russian Federation,27786640,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489318,20434761,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Syria,,Syria,27786788,6,RIA Novosti,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489474,20434940,2013-09-04,Egypt,,Egypt,Accuse,112,-2.0,Turkey,,Turkey,27787262,5,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489641,20435123,2013-09-04,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Express intent to meet or negotiate,36,4.0,Egypt,,Egypt,27787571,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489642,20435124,2013-09-04,Turkey,,Turkey,Express intent to meet or negotiate,36,4.0,Egypt,,Egypt,27787571,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
489702,20435197,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Accuse,112,-2.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27787712,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-04
489703,20435198,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Accuse,112,-2.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27787712,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-04
489836,20435335,2013-09-04,Turkey,,Turkey,Make an appeal or request,20,3.0,UN Security Council,"International Government Organization,Global,Global Defense / Security IGOs,Global Diplomatic IGOs",,27787897,3,Reuters News,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
490024,20435543,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Turkey,,Turkey,27788338,1,Reuters News,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
490036,20435553,2013-09-04,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Express intent to meet or negotiate,36,4.0,Egypt,,Egypt,27788378,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-04
490168,20435691,2013-09-04,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Abdullah Gül,"Executive,Elite,Executive Office,Government",Turkey,27788695,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-04
491525,20439418,2013-09-05,Turkey,,Turkey,Demonstrate military or police power,150,-7.2,Syria,,Syria,27781338,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
491526,20439419,2013-09-05,United States,,United States,Use conventional military force,190,-10.0,Syria,,Syria,27781338,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
491614,20439525,2013-09-05,Business (Turkey),"Social,Business",Turkey,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Egypt,,Egypt,27781558,4,All Africa,,,,Turkey,39.9167,32.8333,2013-09-05
491616,20439529,2013-09-05,Foreign Affairs (Turkey),"Executive,Foreign Ministry,Government",Turkey,Make statement,10,0.0,Foreign Affairs (Egypt),"Government,Executive,Foreign Ministry",Egypt,27781559,2,All Africa,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
491732,20439661,2013-09-05,Militant (Turkey),Unidentified Forces,Turkey,Accuse of aggression,1123,-2.0,Government (Turkey),Government,Turkey,27781792,2,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492237,20440202,2013-09-05,Turkish Army,"Military,Government,Army",Turkey,Mobilize or increase armed forces,154,-7.2,Syria,,Syria,27782602,1,PNA (Philippines News Agency),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492243,20440209,2013-09-05,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Criticize or denounce,111,-2.0,Vladimir Putin,"Executive Office,Government,Executive,Ideological,Center Right,Elite,(National) Major Party,Parties",Russian Federation,27782606,1,PNA (Philippines News Agency),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492412,20440381,2013-09-05,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Syria,,Syria,27782829,6,PNA (Philippines News Agency),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492451,20440427,2013-09-05,Egyptian Armed Forces,"Government,Military",Egypt,"Reject proposal to meet, discuss, or negotiate",125,-5.0,Abdel Fattah Al-Sisi,"Elite,Defense / Security Ministry,Sunni,Executive Office,Government,Executive,Military,International Religious",Egypt,27782935,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
492452,20440426,2013-09-05,Republican People's Party,"Parties,(National) Major Party,Ideological,Center Left",Turkey,Express intent to meet or negotiate,36,4.0,Egypt,,Egypt,27782935,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492511,20440486,2013-09-05,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Use unconventional violence,180,-9.0,Justice and Development Party,"Parties,(National) Major Party,Ideological,Center Right",Turkey,27783047,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492539,20440518,2013-09-05,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Make pessimistic comment,12,-0.4,Turkey,,Turkey,27783088,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
492591,20440572,2013-09-05,Ahmet Davutoglu,"Social,Executive,Cabinet,Ideological,Government,Center Right,Parties,(National) Major Party,Foreign Ministry,Education",Turkey,Praise or endorse,51,3.4,Indigenous People (Turkey),"Social,General Population / Civilian / Social",Turkey,27783171,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
492807,20440803,2013-09-05,Ministry of Defense,"Government,Executive,Defense / Security Ministry",Syria,Reject,120,-4.0,Government (Syria),Government,Syria,27783524,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
492857,20440857,2013-09-05,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Criticize or denounce,111,-2.0,Vladimir Putin,"Executive Office,Government,Executive,Ideological,Center Right,Elite,(National) Major Party,Parties",Russian Federation,27783640,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
492869,20440869,2013-09-05,Ministry (Turkey),Government,Turkey,Criticize or denounce,111,-2.0,Government Affiliated Bank (Turkey),"Executive,Finance / Economy / Commerce / Trade Ministry,Government",Turkey,27783669,2,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
493062,20441073,2013-09-05,Taliban,"Insurgents,Dissident,Fundamentalist,Ideological,Sunni,International Religious",Afghanistan,Make a visit,42,1.9,Turkey,,Turkey,27784068,4,BBC Monitoring South Asia,,,,Turkey,39.9167,32.8333,2013-09-05
493064,20441077,2013-09-05,Turkey,,Turkey,Host a visit,43,2.8,Taliban,"Insurgents,Dissident,Fundamentalist,Ideological,Sunni,International Religious",Afghanistan,27784068,4,BBC Monitoring South Asia,,,,Turkey,39.9167,32.8333,2013-09-05
493066,20441075,2013-09-05,Taliban,"Insurgents,Dissident,Fundamentalist,Ideological,Sunni,International Religious",Afghanistan,Make a visit,42,1.9,Turkey,,Turkey,27784068,6,BBC Monitoring South Asia,,,,Turkey,39.9167,32.8333,2013-09-05
493068,20441079,2013-09-05,Turkey,,Turkey,Host a visit,43,2.8,Taliban,"Insurgents,Dissident,Fundamentalist,Ideological,Sunni,International Religious",Afghanistan,27784068,6,BBC Monitoring South Asia,,,,Turkey,39.9167,32.8333,2013-09-05
493086,20441102,2013-09-05,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Turkey,,Turkey,27784108,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
493117,20441140,2013-09-05,Foreign Affairs (Syria),"Government,Foreign Ministry,Executive",Syria,Threaten,130,-4.4,Turkey,,Turkey,27784157,4,BBC Monitoring Newsfile,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
493126,20441148,2013-09-05,Turkey,,Turkey,Reduce relations,160,-4.0,Government (Egypt),Government,Egypt,27784162,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-05
493136,20441160,2013-09-05,Military (Turkey),"Government,Military",Turkey,Provide military aid,72,8.3,Syria,,Syria,27784221,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
493137,20441161,2013-09-05,Military (Turkey),"Government,Military",Turkey,Mobilize or increase armed forces,154,-7.2,Syria,,Syria,27784221,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-05
493831,20441992,2013-09-05,Head of Government (Turkey),"Executive,Executive Office,Government",Turkey,Make statement,10,0.0,Foreign Affairs (Turkey),"Executive,Foreign Ministry,Government",Turkey,33471481,1,L'Expression,,,,Turkey,39.9167,32.8333,2013-09-05
493990,20444198,2013-09-06,United States,,United States,Demonstrate military or police power,150,-7.2,Lebanon,,Lebanon,27775840,2,Reuters News,Adana,,Adana,Turkey,37.0017,35.3289,2013-09-06
493991,20444199,2013-09-06,United States,,United States,Demonstrate military or police power,150,-7.2,Turkey,,Turkey,27775840,2,Reuters News,Adana,,Adana,Turkey,37.0017,35.3289,2013-09-06
494186,20444470,2013-09-06,Student (Turkey),"Social,Education",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27776596,1,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-06
494187,20444474,2013-09-06,Police (Turkey),"Police,Government",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27776596,2,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-06
494188,20444471,2013-09-06,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Police,Government",Turkey,27776596,2,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-06
